HPO,PDR
Abnormal temporal bone morphology,78
Cleft in skull base,78
Narrow maxilla,78
Abnormality of the sella turcica,78
Abnormality of the skull base,78
Flat sella turcica,78
Abnormality of the sphenoid sinus,78
Thick skull base,78
Hypoplastic carotid canal,78
Elongated sella turcica,78
Deformed sella turcica,78
Shoe-shaped sella turcica,78
Duplication of the sella turcica,78
Easy fatigability,78
Abnormality of salivation,78
Abnormality of facial adipose tissue,78
Bifid scrotum,78
Abnormality of the musculature of the hand,78
Hypotrophy of the small hand muscles,78
Weakness of the intrinsic hand muscles,78
Urinary urgency,78
Premature birth following premature rupture of fetal membranes,78
Abnormally folded helix,79
Hypoplastic superior helix,79
Posterior helix pit,79
Subcutaneous calcification,79
Hypoplastic coccygeal vertebrae,79
Vertebral hypoplasia,79
Six lumbar vertebrae,79
Absent cervical vertebra,79
Absent vertebra,79
Central vertebral hypoplasia,79
Absent thoracic vertebra,79
Abnormal eye morphology,79
Abnormality of refraction,79
Anisometropia,79
Reduced visual accommodation,79
Abnormal visual accommodation,79
Abnormality of globe size,79
Abnormal anterior segment morphology,79
Abnormal suspensory ligament of lens morphology,79
Abnormality of the lens,79
Lenticonus,79
Abnormality of lens shape,79
Anterior lenticonus,79
Pseudoexfoliation,79
Phakodonesis,79
Venous insufficiency,79
Ventricular hypertrophy,79
Small nail,79
Plasmacytoma,79
Syringomyelia,79
Polyarticular chondrocalcinosis,79
Spinal rigidity,79
Absence of the sacrum,79
Slender long bones with narrow diaphyses,79
Radioulnar dislocation,79
Prominence of the premaxilla,79
Large sella turcica,79
Aplasia/Hypoplasia of the maxilla,79
Hyperplasia of the maxilla,79
Abnormality of the zygomatic bone,79
J-shaped sella turcica,79
Abnormality of the zygomatic arch,79
Fasciitis,79
Eosinophilic fasciitis,79
Increased facial adipose tissue,79
Aplasia/Hypoplasia of the fallopian tube,79
Clitoral hypoplasia,79
Underfolded helix,80
Underfolded superior helices,80
Pointed helix,80
Sclerotic vertebral body,80
Posterior vertebral hypoplasia,80
Hypoplastic 5th lumbar vertebrae,80
Delirium,80
Confusion,80
Abnormal ciliary body morphology,80
Abnormal uvea morphology,80
Scleral staphyloma,80
Abnormal sclera morphology,80
Anterior staphyloma,80
Ocular melanocytosis,80
Abnormality of globe location,80
Axenfeld anomaly,80
Posterior lenticonus,80
Anterior segment developmental abnormality,80
Spontaneous rupture of the globe,80
Abnormal pupillary function,80
Scleral rupture,80
Phthisis bulbi,80
Scleral thickening,80
Carotid artery stenosis,80
Membranous subvalvular aortic stenosis,80
Biventricular hypertrophy,80
Muscular subvalvular aortic stenosis,80
Subvalvular aortic stenosis,80
Waxy casts,80
Renal sodium wasting,80
Elevated urine glycolate,80
Abnormal urine carbohydrate level,80
Absent urinary urothione,80
Abnormal urine magnesium concentration,80
Decreased urinary sulfate,80
Renal magnesium wasting,80
Hypocitraturia,80
Increased urinary sulfite,80
Abnormal urine sodium concentration,80
Hypochloriduria,80
Decreased urinary catecholamine concentration,80
Erythrocyte cylindruria,80
Abnormality of urine catecholamine concentration,80
Nitrituria,80
Bicarbonaturia,80
Increased urine urobilinogen,80
Abnormal urinary acylglycine profile,80
Cylindruria,80
Cellular urinary casts,80
Decreased urinary urate,80
Abnormality of urinary uric acid concentration,80
Pyuria,80
Increased urinary sulfate,80
Granular casts,80
Leukocyte cylindruria,80
Abnormal urine citrate concentration,80
Increased urinary thiosulfate,80
Trimethylaminuria,80
Bilirubinuria,80
Increased urinary urate,80
Decreased urine bicarbonate concentration,80
Increased urinary glycerol,80
Abnormal urine cytology,80
Hypercitraturia,80
Renal chloride wasting,80
Fatty casts,80
Abnormal urinary sulfate concentration,80
Abnormal urine carboxylic acid level,80
Foamy urine,80
Renal tubular epithelial cell casts,80
Increased urinary mucus,80
Acellular urinary casts,80
Hyperchloriduria,80
Hyaline casts,80
Abnormal urinary electrolyte concentration,80
Bacteriuria,80
Abnormal urine phosphate concentration,80
Hyponatriuria,80
Elevated urine pyrophosphate,80
Hemosiderinuria,80
Bacterial cell casts,80
Cloudy urine,80
Abnormality of urine bicarbonate concentration,80
Abnormal urine chloride concentration,80
Increased urinary excretion of galactosyl hydroxylysine,80
Abnormality of urine homeostasis,80
Aciduria,80
Neoplasm of the breast,80
Ductal carcinoma in situ,80
Lobular carcinoma in situ,80
Benign genitourinary tract neoplasm,80
Neoplasm of the genitourinary tract,80
Macule,80
Atypical scarring of skin,80
Lower limb phocomelia,80
Absent frontal sinuses,80
Absent/hypoplastic paranasal sinuses,80
Prominence of the zygomatic bone,80
Paranasal sinus hypoplasia,80
Absent paranasal sinuses,80
Aplasia/Hypoplasia of the frontal sinuses,80
Idiopathic anaphylaxis,80
Food-induced anaphylaxis,80
Venom-induced anaphylaxis,80
Allergy,80
Latex allergy,80
Anaphylactic shock,80
Exercise induced anaphylaxis,80
IgE-mediated food allergy,80
Seasonal allergy,80
Cow milk allergy,80
Drug-induced anaphylaxis,80
Iodine contrast allergy,80
Decorticate rigidity,80
Rigidity,80
Pierre-Robin sequence,80
Nasolacrimal sac obstruction,80
Nasolacrimal sac epithelial papillary carcinoma,80
Nasolacrimal sac papilloma,80
Hypoplasia of the lacrimal punctum,80
Nasolacrimal sac granuloma,80
Abnormal lacrimal gland morphology,80
Punctal stenosis,80
Abnormal nasolacrimal system morphology,80
Abnormal lacrimal sac morphology,80
Nasolacrimal sac lymphoma,80
Aplastic/hypoplastic lacrimal glands,80
Ectopic lacrimal punctum,80
Lacrimal gland hypoplasia,80
Lacrimal gland aplasia,80
Abnormal lacrimal punctum morphology,80
Hypoplastic labia minora,80
Hypoplasia of the fallopian tube,80
Decreased fertility in females,80
Abnormality of the hypothenar eminence,80
Abnormality of the thenar eminence,80
Proximal upper limb muscle hypertrophy,80
Upper limb muscle hypertrophy,80
Muscle hypertrophy of the lower extremities,80
Distal upper limb muscle hypertrophy,80
Osteochondritis Dissecans,81
Osteochondrosis,81
Pigmentation of the sclera,81
Posterior staphyloma,81
Vertical orbital dystopia,81
Lentiglobus,81
Abnormal pupillary light reflex,81
Tonic pupil,81
Abnormal morphology of the posterior segment of the globe,81
Hypoautofluorescent macular lesion,81
Perifoveal ring of hyperautofluorescence surrounded by abnormal autofluorescence,81
Abnormal posterior segment imaging,81
Irregular central macular autofluorescence,81
Hyperautofluorescent retinal lesion,81
Abnormal optical coherence tomography,81
Perifoveal ring of hyperautofluorescence,81
Hypoautofluorescent retinal lesion,81
Perifoveal ring of hyperautofluorescence surrounded by normal autofluorescence,81
Abnormal fundus autofluorescence imaging,81
Hyperautofluorescent macular lesion,81
Abnormal indocyanine green angiography,81
Pseudoaneurysm,81
Dilatation,81
Narrow nail,81
Nail dysplasia,81
Platonychia,81
Bifid nail,81
Trachyonychia,81
Abnormal pericardium morphology,81
Pericardial constriction,81
Split nail,81
Fused nails,81
Decreased plasma free carnitine,81
Decreased plasma total carnitine,81
Decreased plasma carnitine,81
Hypophosphaturia,81
Abnormal urinary odor,81
Hypomagnesiuria,81
Aseptic leukocyturia,81
Elevated urinary catecholamines,81
Decreased urinary glucose concentration,81
Abnormality of urine glucose concentration,81
Decreased urine alpha-ketoglutarate concentration,81
Abnormal urine alpha-ketoglutarate concentration,81
Hyperuricosuria,81
Neoplasm of the ear,81
Malignant genitourinary tract tumor,81
Urinary tract neoplasm,81
Erythematous macule,81
Abnormality of neuronal migration,81
Abnormality of the sternum,81
Prominent sternum,81
Broad xiphoid process,81
Abnormality of the xiphoid process,81
Prominent xiphoid process,81
Bifid xiphoid process,81
Dysplastic gangliocytoma of the cerebellum,81
Rhombencephalosynapsis,81
Abnormal cerebellum morphology,81
Narrow greater sacrosciatic notches,81
Abnormality of pelvic girdle bone morphology,81
Abnormality of the greater sacrosciatic notch,81
Widening of the sacrosciatic notch,81
Absent ethmoidal sinuses,81
Abnormal distribution of cell junction proteins in buccal mucosal cells,81
Enlarged lacrimal glands,81
Lacrimal punctal atresia,81
Exercise-induced leg cramps,81
Exercise-induced muscle cramps,81
Cold-induced hand cramps,81
Cold-induced muscle cramps,81
Muscle cramps,81
Hypoplastic-absent sebaceous glands,81
Focal dermal aplasia/hypoplasia,81
"Asymmetric, linear skin defects",81
Hypoplastic pilosebaceous units,81
Aplasia/Hypoplasia of the skin,81
Thigh hypertrophy,81
Vertebral compression fractures,82
Staring gaze,82
Slow pupillary light response,82
Hyporeflective spaces on macular OCT,82
Leakage of dye on fundus fluorescein angiography,82
Reduced OCT-measured macular thickness,82
Inner retinal layer loss on macular OCT,82
Abnormal OCT-measured macular thickness,82
Intraretinal hyporeflective spaces on macular OCT,82
Increased OCT-measured macular thickness,82
Photoreceptor outer segment loss on macular OCT,82
Subretinal hyporeflective spaces on macular OCT,82
Abnormal fundus fluorescein angiography,82
Abnormal retinal morphology on macular OCT,82
Retinal pigment epithelial loss on macular OCT,82
Dilatation of the ductus arteriosus,82
Dilatation of celiac artery,82
Dilatation of superior mesenteric artery,82
Dilatation of Inferior mesenteric artery,82
Dilatation of mesenteric artery,82
Dilatation of an abdominal artery,82
Aorto-ventricular tunnel,82
Descending aorta hypoplasia,82
Coated aorta,82
Aorto-left ventricular tunnel,82
Aorto-right ventricular tunnel,82
Aortic rupture,82
Abnormal descending aorta morphology,82
Ascending aorta hypoplasia,82
Penetrating aortic ulcer,82
Abnormal aortic morphology,82
Abnormal ascending aorta morphology,82
Aortopulmonary collateral arteries,82
Total absence of the pericardium,82
Complete diaphragmatic absence of pericardium,82
Conotruncal defect,82
Dextrocardia,82
Complete left sided absence of pericardium,82
Congenital defect of the pericardium,82
Partial right sided absence of pericardium,82
Complete right sided absence of pericardium,82
Partial diaphragmatic absence of pericardium,82
Partial left sided absence of pericardium,82
Anonychia,82
Abnormal mitochondria in muscle tissue,82
Paroxysmal nocturnal hemoglobinuria,82
Urinary glycosaminoglycan excretion,82
Parathormone-independent increased renal tubular calcium reabsorption,82
Hemoglobinuria,82
Renal phosphate wasting,82
Increased urine alpha-ketoglutarate concentration,82
Neoplasm of the pituitary gland,82
Neoplasm of the endocrine system,82
Lipomatous tumor,82
Neoplasm of fatty tissue,82
APUdoma,82
Lymphoproliferative disorder,82
Myxoid liposarcoma,82
Liposarcoma,82
Bifid sternum,82
Aplasia/Hypoplasia of the sternum,82
Premature sternal synostosis,82
Asternia,82
Fusion of the cerebellar hemispheres,82
Severely dysplastic cerebellum,82
Abnormal morphology of the cerebellar cortex,82
Abnormality of the dentate nucleus,82
Cerebellar dysplasia,82
Cerebellar edema,82
Olivopontocerebellar atrophy,82
Atrophy of the dentate nucleus,82
Cerebellar malformation,82
Small cerebellar cortex,82
Anteriorly placed anus,82
Fractured forearm bones,82
Hypoplasia of the premaxilla,82
Flat posterior fossa,82
Widened posterior fossa,82
Thinning and bulging of the posterior fossa bones,82
Abnormality of the posterior cranial fossa,82
Dacryocystitis,82
Loss of facial adipose tissue,82
Progressive loss of facial adipose tissue,82
Congenital localized absence of skin,82
Small thenar eminence,82
Tufted hairs,82
Congenital posterior occipital alopecia,82
Congenital abnormal hair pattern,82
Acquired abnormal hair pattern,82
Abnormal hair pattern,82
Atrophy/Degeneration involving the caudate nucleus,83
Subcortical cerebral atrophy,83
Hyperhidrosis,83
Abnormally large globe,83
Iris nevus,83
Peters anomaly,83
Iris cyst,83
Uveal ectropion,83
Iris flocculi,83
Abnormality iris morphology,83
Miosis,83
Foveal inner retinal layer loss on macular OCT,83
Photoreceptor layer loss on macular OCT,83
Foveal hyporeflective spaces on macular OCT,83
Increased OCT-measured foveal thickness,83
Reduced OCT-measured foveal thickness,83
Foveal retinal pigment epithelial loss on macular OCT,83
Abnormal OCT-measured foveal thickness,83
Abnormal foveal pit on macular OCT,83
Abnormal foveal morphology on macular OCT,83
Foveal photoreceptor outer segment loss on macular OCT,83
Foveal subretinal hyporeflective spaces on macular OCT,83
Foveal intraretinal hyporeflective spaces on macular OCT,83
Foveal photoreceptor layer loss on macular OCT,83
Uterine arteriovenous malformation,83
Arteriovenous malformation,83
Pelvic arteriovenous malformation,83
Nail pits,83
Broad nail,83
Congenital onychodystrophy,83
Atherosclerotic lesion,83
Type VI atherosclerotic lesion,83
Fatty streak,83
Atherosclerosis,83
Type II atherosclerotic lesion,83
Type V atherosclerotic lesion,83
Thin-cap fibroatheroma,83
Type III atherosclerotic lesion,83
Type I atherosclerotic lesion,83
Aortic tortuosity,83
Abnormality of the pulmonary artery,83
Pulmonary artery vasoconstriction,83
Abnormal pulmonary artery physiology,83
Increased density of left ventricular trabeculae,83
Abnormal myocardium morphology,83
Abnormal ventricular myocardium morphology,83
Left ventricular noncompaction,83
Fatty replacement of ventricular myocardial tissue,83
Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis,83
Myofiber disarray,83
Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,83
Abnormal morphology of right ventricular trabeculae,83
Myocardial multinucleated giant cells,83
Perivascular myocardial immune cell infiltration,83
Apical hypertrabeculation of the left ventricle,83
Abnormal morphology of myocardial trabeculae,83
Myocardial immune cell infiltration,83
Myocardial granulomatous infiltrates,83
Abnormal morphology of left ventricular trabeculae,83
Myocardial eosinophilic infiltration,83
Thin myocardium compact layer,83
Myocardial lymphocytic infiltration,83
Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis,83
Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,83
Myocardial necrosis,83
Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis,83
